Id,SalePrice
1461,122602.76945386856
1462,155199.98284860142
1463,183087.96941373384
1464,189946.4353115749
1465,186759.52945077987
1466,171413.45332577903
1467,179419.72355717118
1468,164851.43119052742
1469,175515.56031560877
1470,123045.18208854497
1471,205427.50849795894
1472,94307.8590391893
1473,96293.96284532236
1474,147175.3697054143
1475,116473.74233189317
1476,362119.1826867287
1477,242998.92018606653
1478,295411.08423433325
1479,288008.919012018
1480,482515.23066685523
1481,317210.7254295258
1482,207400.01500661115
1483,169643.7188152471
1484,166162.40552579716
1485,179809.62261657417
1486,195204.48927509075
1487,328160.7782455871
1488,230859.19518679846
1489,203353.72000224516
1490,229862.09563374883
1491,191770.8528896311
1492,90916.05667424022
1493,190098.90854565962
1494,298299.7227874158
1495,272604.15254309203
1496,231756.41806336888
1497,177804.21140899853
1498,161036.26936870336
1499,164476.97727581012
1500,154377.3798272289
1501,174501.56223414766
1502,147971.55821771227
1503,295046.09292181476
1504,237500.4717296886
1505,222519.4389186604
1506,182987.47744624934
1507,241778.3868146018
1508,202486.19312334896
1509,161695.63901478046
1510,143127.23140125393
1511,146076.88453965273
1512,170752.9035794934
1513,136654.9783614855
1514,160125.47229197595
1515,196881.41805672934
1516,150172.69653021873
1517,160670.91168652766
1518,131779.79817863012
1519,225206.22013689906
1520,132439.37678742988
1521,132771.07086058016
1522,169124.35635659046
1523,108304.10491128106
1524,126578.78931432174
1525,122830.48379785367
1526,110786.35875732405
1527,99952.25081235069
1528,134011.36088529203
1529,145365.50554920456
1530,184040.80801258568
1531,102680.96880042505
1532,97298.22190784493
1533,150634.31519712938
1534,127146.30259473555
1535,158164.49783912362
1536,109351.72438688592
1537,58555.10753972721
1538,166158.11427803215
1539,210244.6027420406
1540,90936.89978563244
1541,148506.23649184714
1542,137685.4199981895
1543,201525.23033988776
1544,82157.77015724406
1545,107980.77772549755
1546,126879.13265330848
1547,146184.9072405592
1548,134424.11075464636
1549,114293.6674352554
1550,134778.60895624245
1551,116564.2692988452
1552,144023.50786819585
1553,155429.40974566765
1554,118210.61199031795
1555,165412.22874159584
1556,82785.8032328446
1557,93775.2676838208
1558,94124.8663690473
1559,65098.70720454771
1560,128715.37593368819
1561,133803.2175243944
1562,128128.33336705997
1563,120360.55793708714
1564,156884.01552789522
1565,141372.0813372316
1566,241724.26060759267
1567,76254.29294229196
1568,217004.70929718163
1569,138611.65808811417
1570,141944.30187901744
1571,123626.52584193672
1572,148074.98014282685
1573,251134.8499794603
1574,108709.01142544438
1575,221362.7769943224
1576,236061.43990950086
1577,198105.13013737169
1578,143703.80446765872
1579,147730.0334764252
1580,192583.11289240068
1581,152507.3319973992
1582,128179.35456243677
1583,328953.26833712007
1584,228476.52190970432
1585,144422.38706530113
1586,74839.64411057335
1587,98188.46745089123
1588,151642.83162734812
1589,100690.50857180585
1590,133617.4069959481
1591,94056.37404209308
1592,110828.67585909012
1593,130488.72803646399
1594,133429.8148660999
1595,103086.63601346347
1596,222186.86268781975
1597,176561.8254181278
1598,189589.32534869693
1599,182960.27587573224
1600,177362.1559294288
1601,66118.91568996513
1602,112651.35957216223
1603,80090.44860325806
1604,271030.51711289043
1605,247107.93222419455
1606,163115.2697627276
1607,162307.99422867715
1608,212539.2297369115
1609,185486.17850578946
1610,146007.26059294833
1611,132626.5133387412
1612,167227.89020444898
1613,160704.9864994756
1614,128295.49192347273
1615,84789.1349194452
1616,72561.78789604112
1617,92622.39067339952
1618,123638.53122346503
1619,142943.41878010155
1620,159060.03820524615
1621,132562.06690837853
1622,139408.50123792287
1623,277834.85160489567
1624,200295.82684066976
1625,118827.91574134836
1626,157987.93079243044
1627,187298.60875446355
1628,274622.72254767676
1629,181025.99008973548
1630,351501.80719365005
1631,207561.76164563093
1632,230392.2770752171
1633,167947.4728426173
1634,188352.44680522892
1635,177066.05478232674
1636,152585.40311813226
1637,194523.16659946667
1638,192341.6124536863
1639,174824.69971026917
1640,255528.80729480356
1641,175216.22975385847
1642,226958.53980383676
1643,225188.4333044175
1644,229192.73351166229
1645,200317.7672200409
1646,161081.74017962866
1647,158463.27914870644
1648,128055.79860978632
1649,139994.91341529647
1650,115249.45349929787
1651,123662.903022201
1652,98784.29867482866
1653,97070.5765182653
1654,146246.62290447624
1655,144859.40516139413
1656,141366.30342710204
1657,145959.34028978605
1658,143297.1335233104
1659,121383.64027068415
1660,161655.5993650432
1661,480776.031694387
1662,400234.74968024075
1663,392067.2083761259
1664,439324.1588153066
1665,311632.9588707314
1666,309276.06651168404
1667,357100.89355535223
1668,336861.34657838667
1669,299560.1197141335
1670,354757.2774042158
1671,258697.77428971173
1672,443878.8557756496
1673,305562.9880567527
1674,243676.95576277858
1675,190791.1478710379
1676,192003.68238019614
1677,217327.10384442913
1678,441036.69817855634
1679,391545.2507539185
1680,334499.9666922253
1681,254801.1626305568
1682,289277.54818827624
1683,173768.85795076317
1684,178939.3537538655
1685,171322.06229617324
1686,170478.6615980275
1687,168022.29457902725
1688,193048.2686325733
1689,194297.91456770766
1690,195714.02111273914
1691,184182.36846923185
1692,266926.8596664274
1693,170607.29888624052
1694,181549.7343784395
1695,162991.7137233361
1696,272682.6066140663
1697,167203.23781918144
1698,350594.4722646055
1699,327712.33437990374
1700,236983.9653777157
1701,257549.527882945
1702,246513.5186578759
1703,253588.60971285234
1704,287852.103844391
1705,233748.89159688985
1706,422591.08098751254
1707,212937.50766233957
1708,205723.9236505448
1709,273262.6744273225
1710,224719.17683706572
1711,258391.021754336
1712,258459.41112442373
1713,280688.6464664721
1714,219381.03866200888
1715,205126.68545750206
1716,190123.06376374845
1717,178573.88656508178
1718,131028.14991540422
1719,199003.97140472944
1720,252509.35012765473
1721,176366.89721870824
1722,131268.6983608686
1723,161469.0571868187
1724,213403.39492620225
1725,233680.13418024604
1726,189537.86457646659
1727,155394.81239457944
1728,188117.06217725138
1729,163107.9743560225
1730,150344.801512517
1731,119218.51412483437
1732,130518.53673505387
1733,117802.04356232999
1734,124872.61355050874
1735,139767.32641517746
1736,115061.51263268363
1737,336030.77833986055
1738,220458.5079736399
1739,274789.39271670545
1740,204404.31928422156
1741,192227.270629697
1742,167056.15313654486
1743,169916.07455356256
1744,322574.5485878277
1745,200192.4862690193
1746,183661.18082954767
1747,217269.3507071816
1748,232714.3774257058
1749,150648.24066391797
1750,127100.01262451695
1751,229760.18949745753
1752,120034.20197636726
1753,138922.21531386525
1754,191555.89200282466
1755,173456.72433782567
1756,128720.95946670065
1757,121915.38195817667
1758,142860.98794989352
1759,174062.5255056266
1760,160964.410046916
1761,137597.15375457527
1762,175441.32249168467
1763,168179.73934760003
1764,111134.91917781252
1765,167249.6839257508
1766,182706.15762530256
1767,222973.24865520216
1768,149190.70978728752
1769,171545.82863635046
1770,148166.14426342904
1771,116078.71013432309
1772,130729.23320510767
1773,138114.11229896
1774,129167.21238722473
1775,136185.50863222787
1776,122202.4146966981
1777,116297.56805563228
1778,138238.70864887934
1779,111039.73811145168
1780,180980.411193988
1781,127866.21258531054
1782,89898.94992006943
1783,148092.10387920338
1784,101926.43231869645
1785,118287.77844055748
1786,157868.06632471454
1787,168158.99597355822
1788,51323.72249113332
1789,102092.4464341742
1790,74013.78644462023
1791,172638.37506070462
1792,153020.19122752064
1793,131388.75516199495
1794,150300.41592433606
1795,132808.74812662537
1796,128864.24404822443
1797,113611.45750814398
1798,119479.58411739965
1799,114288.66767056186
1800,122741.87976251348
1801,126504.18498056456
1802,135713.98922363558
1803,145305.85015065453
1804,141504.6793041134
1805,139705.36966124442
1806,125010.331612554
1807,136856.99207551926
1808,126347.92725299747
1809,119345.34593462702
1810,153385.36904580955
1811,98242.79769104793
1812,92801.94779904548
1813,125784.91389244718
1814,95179.30107380051
1815,54359.78598696766
1816,106307.30029790818
1817,103294.51141931402
1818,148788.0467359151
1819,119051.06931124502
1820,55189.95057762186
1821,111392.63368295513
1822,149850.67680868466
1823,44773.505530494935
1824,122942.6675520394
1825,126454.09987180284
1826,99055.84324500403
1827,99047.600079628
1828,135850.06277443437
1829,106298.35413743393
1830,143564.1987039763
1831,159464.47989159144
1832,85693.80235676572
1833,141100.14442546875
1834,125645.29631476705
1835,131589.4909008002
1836,122315.96883003344
1837,86524.44934311134
1838,129144.34510718356
1839,92429.96806259593
1840,162913.59306253394
1841,140409.3091781045
1842,81214.95431279743
1843,128560.58403498105
1844,137198.63106014556
1845,137155.40607852294
1846,151869.9743253555
1847,154438.82905105583
1848,55812.22207782433
1849,106745.08273546645
1850,116163.67237076476
1851,159584.13289480493
1852,133415.8009990852
1853,133056.73461258106
1854,177860.2626083211
1855,138868.12569528964
1856,224381.3585841917
1857,164897.49781134544
1858,131006.33631229782
1859,115417.30654971128
1860,153810.14308583282
1861,115106.9896871484
1862,293901.1932443476
1863,294526.71833574725
1864,294531.64426312223
1865,337817.5178396115
1866,358896.0741755468
1867,250799.13619056914
1868,304690.8224582772
1869,210380.45792797543
1870,245061.10387836746
1871,257558.7490649391
1872,172970.84359637473
1873,224421.87487046473
1874,143175.54413895265
1875,198718.94134176167
1876,189575.05242947215
1877,210615.97986746056
1878,216490.66715017144
1879,126841.74676600064
1880,132615.83721943124
1881,247446.4654538533
1882,249827.6092773503
1883,191141.18216270255
1884,204791.26172198408
1885,262071.37116805982
1886,302244.1697888696
1887,208344.99570445268
1888,281373.15804563806
1889,168820.97465422528
1890,132175.23623054867
1891,139298.780789629
1892,105822.73017301511
1893,140950.37350012505
1894,129708.78457602617
1895,140565.5808570449
1896,128016.3905794747
1897,112377.85741191472
1898,120834.11674978571
1899,140380.9164227106
1900,138623.098033615
1901,158317.78348874865
1902,129113.54315622363
1903,211372.79777975794
1904,129399.2438927027
1905,181496.42769934674
1906,167916.81502171897
1907,184161.42420012385
1908,109648.95368637622
1909,135744.38230589312
1910,120262.90478135899
1911,191567.05405963585
1912,286735.27242629696
1913,138236.29103864782
1914,57109.20312401401
1915,316358.12945828546
1916,72148.60451002643
1917,266329.83621722116
1918,138668.3820446088
1919,165021.43811106365
1920,143983.28452295688
1921,443274.41291535273
1922,345471.9688123677
1923,209976.1892039383
1924,219315.17400356074
1925,195986.41127784568
1926,415875.1386098891
1927,133115.29632713765
1928,149298.71158672072
1929,127363.24497791685
1930,136607.99918755915
1931,143564.17417852167
1932,136235.45511528265
1933,179928.03923091287
1934,175328.5783225099
1935,171080.31336359243
1936,185090.3730936571
1937,181639.97899190473
1938,171576.1434152922
1939,249524.80294508228
1940,182634.0195520242
1941,171749.58698471103
1942,177774.00733175522
1943,206244.84449549366
1944,364338.7948255059
1945,385466.00056562125
1946,142821.44511772814
1947,316794.94919264456
1948,188027.78381681666
1949,251504.9111216946
1950,186889.98347542496
1951,254611.06875037597
1952,211688.4621605696
1953,164192.26168805722
1954,193622.5968150542
1955,137701.81473488602
1956,308321.06039025215
1957,145984.40657682772
1958,330053.483399483
1959,142380.46207754422
1960,116739.52743655353
1961,120882.6295266439
1962,96403.59652889374
1963,101816.92769804601
1964,107357.82791340319
1965,146151.2577344785
